pokedex_number,name,japanese_name,classfication,type1,type2,height_m,weight_kg,percentage_male,hp,speed,attack,sp_attack,defense,sp_defense,generation,is_legendary,base_egg_steps,experience_growth,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_happiness,base_total,abilities
499,Pignite,Chaobooチャオブー,Fire Pig Pokémon,fire,fighting,1,55.5,88.1,90,55,93,70,55,55,5,0,5120,1059860,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,70,418,"['Blaze', 'Thick Fat']"
500,Emboar,Enbuohエンブオー,Mega Fire Pig Pokémon,fire,fighting,1.6,150,88.1,110,65,123,100,65,65,5,0,5120,1059860,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,70,528,"['Blaze', 'Reckless']"
501,Oshawott,Mijumaruミジュマル,Sea Otter Pokémon,water,,0.5,5.9,88.1,55,45,55,63,45,45,5,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,308,"['Torrent', 'Shell Armor']"
502,Dewott,Futachimaruフタチマル,Discipline Pokémon,water,,0.8,24.5,88.1,75,60,75,83,60,60,5,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,413,"['Torrent', 'Shell Armor']"
503,Samurott,Daikenkiダイケンキ,Formidable Pokémon,water,,1.5,94.6,88.1,95,70,100,108,85,70,5,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,528,"['Torrent', 'Shell Armor']"
504,Patrat,Minezumiミネズミ,Scout Pokémon,normal,,0.5,11.6,50,45,42,55,35,39,39,5,0,3840,1000000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,255,"['Run Away', 'Keen Eye', 'Analytic']"
505,Watchog,Miruhogミルホッグ,Lookout Pokémon,normal,,1.1,27,50,60,77,85,60,69,69,5,0,5120,1000000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,420,"['Illuminate', 'Keen Eye', 'Analytic']"
506,Lillipup,Yorterrieヨーテリー,Puppy Pokémon,normal,,0.4,4.1,50,45,55,60,25,45,45,5,0,3840,1059860,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,275,"['Vital Spirit', 'Pickup', 'Run Away']"
507,Herdier,Herderrieハーデリア,Loyal Dog Pokémon,normal,,0.9,14.7,50,65,60,80,35,65,65,5,0,3840,1059860,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,370,"['Intimidate', 'Sand Rush', 'Scrappy']"
508,Stoutland,Moolandムーランド,Big-Hearted Pokémon,normal,,1.2,61,50,85,80,110,45,90,90,5,0,3840,1059860,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,500,"['Intimidate', 'Sand Rush', 'Scrappy']"
509,Purrloin,Choronekoチョロネコ,Devious Pokémon,dark,,0.4,10.1,50,41,66,50,50,37,37,5,0,5120,1000000,255,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,281,"['Limber', 'Unburden', 'Prankster']"
510,Liepard,Lepardasレパルダス,Cruel Pokémon,dark,,1.1,37.5,50,64,106,88,88,50,50,5,0,5120,1000000,90,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,446,"['Limber', 'Unburden', 'Prankster']"
511,Pansage,Yanappuヤナップ,Grass Monkey Pokémon,grass,,0.6,10.5,88.1,50,64,53,53,48,48,5,0,5120,1000000,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,316,"['Gluttony', 'Overgrow']"
512,Simisage,Yanakkieヤナッキー,Thorn Monkey Pokémon,grass,,1.1,30.5,88.1,75,101,98,98,63,63,5,0,5120,1000000,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,498,"['Gluttony', 'Overgrow']"
513,Pansear,Baoppuバオップ,High Temp Pokémon,fire,,0.6,11,88.1,50,64,53,53,48,48,5,0,5120,1000000,190,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,316,"['Gluttony', 'Blaze']"
514,Simisear,Baokkieバオッキー,Ember Pokémon,fire,,1,28,88.1,75,101,98,98,63,63,5,0,5120,1000000,75,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,498,"['Gluttony', 'Blaze']"
515,Panpour,Hiyappuヒヤップ,Spray Pokémon,water,,0.6,13.5,88.1,50,64,53,53,48,48,5,0,5120,1000000,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,316,"['Gluttony', 'Torrent']"
516,Simipour,Hiyakkieヒヤッキー,Geyser Pokémon,water,,1,29,88.1,75,101,98,98,63,63,5,0,5120,1000000,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,498,"['Gluttony', 'Torrent']"
517,Munna,Munnaムンナ,Dream Eater Pokémon,psychic,,0.6,23.3,50,76,24,25,67,45,55,5,0,2560,800000,190,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,292,"['Forewarn', 'Synchronize', 'Telepathy']"
518,Musharna,Musharnaムシャーナ,Drowsing Pokémon,psychic,,1.1,60.5,50,116,29,55,107,85,95,5,0,2560,800000,75,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,487,"['Forewarn', 'Synchronize', 'Telepathy']"
519,Pidove,Mamepatoマメパト,Tiny Pigeon Pokémon,normal,flying,0.3,2.1,50,50,43,55,36,50,30,5,0,3840,1059860,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,264,"['Big Pecks', 'Super Luck', 'Rivalry']"
520,Tranquill,Hatobohハトーボー,Wild Pigeon Pokémon,normal,flying,0.6,15,50,62,65,77,50,62,42,5,0,3840,1059860,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,358,"['Big Pecks', 'Super Luck', 'Rivalry']"
521,Unfezant,Kenhallowケンホロウ,Proud Pokémon,normal,flying,1.2,29,50,80,93,115,65,80,55,5,0,3840,1059860,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,488,"['Big Pecks', 'Super Luck', 'Rivalry']"
522,Blitzle,Shimamaシママ,Electrified Pokémon,electric,,0.8,29.8,50,45,76,60,50,32,32,5,0,5120,1000000,190,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,295,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
523,Zebstrika,Zebraikaゼブライカ,Thunderbolt Pokémon,electric,,1.6,79.5,50,75,116,100,80,63,63,5,0,5120,1000000,75,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,497,"['Lightningrod', 'Motor Drive', 'Sap Sipper']"
524,Roggenrola,Dangoroダンゴロ,Mantle Pokémon,rock,,0.4,18,50,55,15,75,25,85,25,5,0,3840,1059860,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,280,"['Sturdy', 'Weak Armor', 'Sand Force']"
525,Boldore,Gantleガントル,Ore Pokémon,rock,,0.9,102,50,70,20,105,50,105,40,5,0,3840,1059860,120,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,390,"['Sturdy', 'Weak Armor', 'Sand Force']"
526,Gigalith,Gigaiathギガイアス,Compressed Pokémon,rock,,1.7,260,50,85,25,135,60,130,80,5,0,3840,1059860,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,515,"['Sturdy', 'Sand Stream', 'Sand Force']"
527,Woobat,Koromoriコロモリ,Bat Pokémon,psychic,flying,0.4,2.1,50,65,72,45,55,43,43,5,0,3840,1000000,190,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,70,323,"['Unaware', 'Klutz', 'Simple']"
528,Swoobat,Kokoromoriココロモリ,Courting Pokémon,psychic,flying,0.9,10.5,50,67,114,57,77,55,55,5,0,3840,1000000,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,70,425,"['Unaware', 'Klutz', 'Simple']"
529,Drilbur,Mogurewモグリュー,Mole Pokémon,ground,,0.3,8.5,50,60,68,85,30,40,45,5,0,5120,1000000,120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,328,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
530,Excadrill,Doryuzuドリュウズ,Subterrene Pokémon,ground,steel,0.7,40.4,50,110,88,135,50,60,65,5,0,5120,1000000,60,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,70,508,"['Sand Rush', 'Sand Force', 'Mold Breaker']"
531,Audino,Tabunneタブンネ,Hearing Pokémon,normal,,1.1,31,50,103,50,60,80,126,126,5,0,5120,800000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,545,"['Healer', 'Regenerator', 'Klutz']"
532,Timburr,Dokkorerドッコラー,Muscular Pokémon,fighting,,0.6,12.5,75.4,75,35,80,25,55,35,5,0,5120,1059860,180,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,305,"['Guts', 'Sheer Force', 'Iron Fist']"
533,Gurdurr,Dotekkotsuドテッコツ,Muscular Pokémon,fighting,,1.2,40,75.4,85,40,105,40,85,50,5,0,5120,1059860,90,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,405,"['Guts', 'Sheer Force', 'Iron Fist']"
534,Conkeldurr,Roubushinローブシン,Muscular Pokémon,fighting,,1.4,87,75.4,105,45,140,55,95,65,5,0,5120,1059860,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,505,"['Guts', 'Sheer Force', 'Iron Fist']"
535,Tympole,Otamaroオタマロ,Tadpole Pokémon,water,,0.5,4.5,50,50,64,50,50,40,40,5,0,5120,1059860,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,294,"['Swift Swim', 'Hydration', 'Water Absorb']"
536,Palpitoad,Gamagaruガマガル,Vibration Pokémon,water,ground,0.8,17,50,75,69,65,65,55,55,5,0,5120,1059860,120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,384,"['Swift Swim', 'Hydration', 'Water Absorb']"
537,Seismitoad,Gamagerogeガマゲロゲ,Vibration Pokémon,water,ground,1.5,62,50,105,74,95,85,75,75,5,0,5120,1059860,45,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,509,"['Swift Swim', 'Poison Touch', 'Water Absorb']"
538,Throh,Nagekiナゲキ,Judo Pokémon,fighting,,1.3,55.5,100,120,45,100,30,85,85,5,0,5120,1000000,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,465,"['Guts', 'Inner Focus', 'Mold Breaker']"
539,Sawk,Dagekiダゲキ,Karate Pokémon,fighting,,1.4,51,100,75,85,125,30,75,75,5,0,5120,1000000,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,465,"['Sturdy', 'Inner Focus', 'Mold Breaker']"
540,Sewaddle,Kurumiruクルミル,Sewing Pokémon,bug,grass,0.3,2.5,50,45,42,53,40,70,60,5,0,3840,1059860,255,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,310,"['Swarm', 'Chlorophyll', 'Overcoat']"
541,Swadloon,Kurumayuクルマユ,Leaf-Wrapped Pokémon,bug,grass,0.5,7.3,50,55,42,63,50,90,80,5,0,3840,1059860,120,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,380,"['Leaf Guard', 'Chlorophyll', 'Overcoat']"
542,Leavanny,Hahakomoriハハコモリ,Nurturing Pokémon,bug,grass,1.2,20.5,50,75,92,103,70,80,80,5,0,3840,1059860,45,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,500,"['Swarm', 'Chlorophyll', 'Overcoat']"
543,Venipede,Fushideフシデ,Centipede Pokémon,bug,poison,0.4,5.3,50,30,57,45,30,59,39,5,0,3840,1059860,255,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,70,260,"['Poison Point', 'Swarm', 'Speed Boost']"
544,Whirlipede,Wheegaホイーガ,Curlipede Pokémon,bug,poison,1.2,58.5,50,40,47,55,40,99,79,5,0,3840,1059860,120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,70,360,"['Poison Point', 'Swarm', 'Speed Boost']"
545,Scolipede,Pendrorペンドラー,Megapede Pokémon,bug,poison,2.5,200.5,50,60,112,100,55,89,69,5,0,5120,1059860,45,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,70,485,"['Poison Point', 'Swarm', 'Speed Boost']"
546,Cottonee,Monmenモンメン,Cotton Puff Pokémon,grass,fairy,0.3,0.6,50,40,66,27,37,60,50,5,0,5120,1000000,190,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,70,280,"['Prankster', 'Infiltrator', 'Chlorophyll']"
547,Whimsicott,Elfuunエルフーン,Windveiled Pokémon,grass,fairy,0.7,6.6,50,60,116,67,77,85,75,5,0,5120,1000000,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,70,480,"['Prankster', 'Infiltrator', 'Chlorophyll']"
548,Petilil,Churineチュリネ,Bulb Pokémon,grass,,0.5,6.6,0,45,30,35,70,50,50,5,0,5120,1000000,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,280,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
549,Lilligant,Dredearドレディア,Flowering Pokémon,grass,,1.1,16.3,0,70,90,60,110,75,75,5,0,5120,1000000,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,480,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
550,Basculin,Bassraoバスラオ,Hostile Pokémon,water,,1,18,50,70,98,92,80,65,55,5,0,10240,1000000,25,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,460,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"
551,Sandile,Megurocoメグロコ,Desert Croc Pokémon,ground,dark,0.7,15.2,50,50,65,72,35,35,35,5,0,5120,1059860,180,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,70,292,"['Intimidate', 'Moxie', 'Anger Point']"
552,Krokorok,Waruvileワルビル,Desert Croc Pokémon,ground,dark,1,33.4,50,60,74,82,45,45,45,5,0,5120,1059860,90,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,70,351,"['Intimidate', 'Moxie', 'Anger Point']"
553,Krookodile,Waruvialワルビアル,Intimidation Pokémon,ground,dark,1.5,96.3,50,95,92,117,65,80,70,5,0,5120,1059860,45,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,70,519,"['Intimidate', 'Moxie', 'Anger Point']"
554,Darumaka,Darumakkaダルマッカ,Zen Charm Pokémon,fire,,0.6,37.5,50,70,50,90,15,45,45,5,0,5120,1059860,120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,315,"['Hustle', 'Inner Focus']"
555,Darmanitan,Hihidarumaヒヒダルマ,Blazing Pokémon,fire,fire,1.3,92.9,50,105,55,30,140,105,105,5,0,5120,1059860,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,540,"['Sheer Force', 'Zen Mode']"
556,Maractus,Maracacchiマラカッチ,Cactus Pokémon,grass,,1,28,50,75,60,86,106,67,67,5,0,5120,1000000,255,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,461,"['Water Absorb', 'Chlorophyll', 'Storm Drain']"
557,Dwebble,Ishizumaiイシズマイ,Rock Inn Pokémon,bug,rock,0.3,14.5,50,50,55,65,35,85,35,5,0,5120,1000000,190,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,70,325,"['Sturdy', 'Shell Armor', 'Weak Armor']"
558,Crustle,Iwapalaceイワパレス,Stone Home Pokémon,bug,rock,1.4,200,50,70,45,105,65,125,75,5,0,5120,1000000,75,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,70,485,"['Sturdy', 'Shell Armor', 'Weak Armor']"
559,Scraggy,Zurugguズルッグ,Shedding Pokémon,dark,fighting,0.6,11.8,50,50,48,75,35,70,70,5,0,3840,1000000,180,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,35,348,"['Shed Skin', 'Moxie', 'Intimidate']"
560,Scrafty,Zuruzukinズルズキン,Hoodlum Pokémon,dark,fighting,1.1,30,50,65,58,90,45,115,115,5,0,3840,1000000,90,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,70,488,"['Shed Skin', 'Moxie', 'Intimidate']"
561,Sigilyph,Symbolerシンボラー,Avianoid Pokémon,psychic,flying,1.4,14,50,72,97,58,103,80,80,5,0,5120,1000000,45,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,70,490,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"
562,Yamask,Desumasuデスマス,Spirit Pokémon,ghost,,0.5,1.5,50,38,30,30,55,85,65,5,0,6400,1000000,190,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,303,['Mummy']
563,Cofagrigus,Desukarnデスカーン,Coffin Pokémon,ghost,,1.7,76.5,50,58,30,50,95,145,105,5,0,6400,1000000,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,483,['Mummy']
564,Tirtouga,Protogaプロトーガ,Prototurtle Pokémon,water,rock,0.7,16.5,88.1,54,22,78,53,103,45,5,0,7680,1000000,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,70,355,"['Solid Rock', 'Sturdy', 'Swift Swim']"
565,Carracosta,Abagouraアバゴーラ,Prototurtle Pokémon,water,rock,1.2,81,88.1,74,32,108,83,133,65,5,0,7680,1000000,45,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,70,495,"['Solid Rock', 'Sturdy', 'Swift Swim']"
566,Archen,Archenアーケン,First Bird Pokémon,rock,flying,0.5,9.5,88.1,55,70,112,74,45,45,5,0,7680,1000000,45,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,70,401,['Defeatist']
567,Archeops,Archeosアーケオス,First Bird Pokémon,rock,flying,1.4,32,88.1,75,110,140,112,65,65,5,0,7680,1000000,45,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,70,567,['Defeatist']
568,Trubbish,Yabukuronヤブクロン,Trash Bag Pokémon,poison,,0.6,31,50,50,65,50,40,62,62,5,0,5120,1000000,190,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,329,"['Stench', 'Sticky Hold', 'Aftermath']"
569,Garbodor,Dustdasダストダス,Trash Heap Pokémon,poison,,1.9,107.3,50,80,75,95,60,82,82,5,0,5120,1000000,60,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,474,"['Stench', 'Weak Armor', 'Aftermath']"
570,Zorua,Zoruaゾロア,Tricky Fox Pokémon,dark,,0.7,12.5,88.1,40,65,65,80,40,40,5,0,6400,1059860,75,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,330,['Illusion']
571,Zoroark,Zoroarkゾロアーク,Illusion Fox Pokémon,dark,,1.6,81.1,88.1,60,105,105,120,60,60,5,0,5120,1059860,45,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,510,['Illusion']
572,Minccino,Chillarmyチラーミィ,Chinchilla Pokémon,normal,,0.4,5.8,24.6,55,75,50,40,40,40,5,0,3840,800000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,300,"['Cute Charm', 'Technician', 'Skill Link']"
573,Cinccino,Chillaccinoチラチーノ,Scarf Pokémon,normal,,0.5,7.5,24.6,75,115,95,65,60,60,5,0,3840,800000,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,470,"['Cute Charm', 'Technician', 'Skill Link']"
574,Gothita,Gothimuゴチム,Fixation Pokémon,psychic,,0.4,5.8,24.6,45,45,30,55,50,65,5,0,5120,1059860,200,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,290,"['Frisk', 'Competitive', 'Shadow Tag']"
575,Gothorita,Gothimiruゴチミル,Manipulate Pokémon,psychic,,0.7,18,24.6,60,55,45,75,70,85,5,0,5120,1059860,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,390,"['Frisk', 'Competitive', 'Shadow Tag']"
576,Gothitelle,Gothiruselleゴチルゼル,Astral Body Pokémon,psychic,,1.5,44,24.6,70,65,55,95,95,110,5,0,5120,1059860,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,490,"['Frisk', 'Competitive', 'Shadow Tag']"
577,Solosis,Uniranユニラン,Cell Pokémon,psychic,,0.3,1,50,45,20,30,105,40,50,5,0,5120,1059860,200,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,290,"['Overcoat', 'Magic Guard', 'Regenerator']"
578,Duosion,Doublanダブラン,Mitosis Pokémon,psychic,,0.6,8,50,65,30,40,125,50,60,5,0,5120,1059860,100,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,370,"['Overcoat', 'Magic Guard', 'Regenerator']"
579,Reuniclus,Lanculusランクルス,Multiplying Pokémon,psychic,,1,20.1,50,110,30,65,125,75,85,5,0,5120,1059860,50,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,490,"['Overcoat', 'Magic Guard', 'Regenerator']"
580,Ducklett,Koaruhieコアルヒー,Water Bird Pokémon,water,flying,0.5,5.5,50,62,55,44,44,50,50,5,0,5120,1000000,190,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,70,305,"['Keen Eye', 'Big Pecks', 'Hydration']"
581,Swanna,Swannaスワンナ,White Bird Pokémon,water,flying,1.3,24.2,50,75,98,87,87,63,63,5,0,5120,1000000,45,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,70,473,"['Keen Eye', 'Big Pecks', 'Hydration']"
582,Vanillite,Vanipetiバニプッチ,Fresh Snow Pokémon,ice,,0.4,5.7,50,36,44,50,65,50,60,5,0,5120,1250000,255,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,305,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
583,Vanillish,Vanirichバニリッチ,Icy Snow Pokémon,ice,,1.1,41,50,51,59,65,80,65,75,5,0,5120,1250000,120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,395,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
584,Vanilluxe,Baivanillaバイバニラ,Snowstorm Pokémon,ice,,1.3,57.5,50,71,79,95,110,85,95,5,0,5120,1250000,45,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,535,"['Ice Body', 'Snow Warning', 'Weak Armor']"
585,Deerling,Shikijikaシキジカ,Season Pokémon,normal,grass,0.6,19.5,50,60,75,60,40,50,50,5,0,5120,1000000,190,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,70,335,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
586,Sawsbuck,Mebukijikaメブキジカ,Season Pokémon,normal,grass,1.9,92.5,50,80,95,100,60,70,70,5,0,5120,1000000,75,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,70,475,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
587,Emolga,Emongaエモンガ,Sky Squirrel Pokémon,electric,flying,0.4,5,50,55,103,75,75,60,60,5,0,5120,1000000,200,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,70,428,"['Static', 'Motor Drive']"
588,Karrablast,Kaburumoカブルモ,Clamping Pokémon,bug,,0.5,5.9,50,50,60,75,40,45,45,5,0,3840,1000000,200,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,315,"['Swarm', 'Shed Skin', 'No Guard']"
589,Escavalier,Chevargoシュバルゴ,Cavalry Pokémon,bug,steel,1,33,50,70,20,135,60,105,105,5,0,3840,1000000,75,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,70,495,"['Swarm', 'Shell Armor', 'Overcoat']"
590,Foongus,Tamagetakeタマゲタケ,Mushroom Pokémon,grass,poison,0.2,1,50,69,15,55,55,45,55,5,0,5120,1000000,190,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,294,"['Effect Spore', 'Regenerator']"
591,Amoonguss,Morobareruモロバレル,Mushroom Pokémon,grass,poison,0.6,10.5,50,114,30,85,85,70,80,5,0,5120,1000000,75,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,464,"['Effect Spore', 'Regenerator']"
592,Frillish,Pururillプルリル,Floating Pokémon,water,ghost,1.2,33,50,55,40,40,65,50,85,5,0,5120,1000000,190,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,70,335,"['Water Absorb', 'Cursed Body', 'Damp']"
593,Jellicent,Burungelブルンゲル,Floating Pokémon,water,ghost,2.2,135,50,100,60,60,85,70,105,5,0,5120,1000000,60,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,70,480,"['Water Absorb', 'Cursed Body', 'Damp']"
594,Alomomola,Mamanbouママンボウ,Caring Pokémon,water,,1.2,31.6,50,165,65,75,40,80,45,5,0,10240,800000,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,470,"['Healer', 'Hydration', 'Regenerator']"
595,Joltik,Bachuruバチュル,Attaching Pokémon,bug,electric,0.1,0.6,50,50,65,47,57,50,50,5,0,5120,1000000,190,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,319,"['Compoundeyes', 'Unnerve', 'Swarm']"
